Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active_Cases,CFR,Recovery_Rate,Vaccination_Rate,People_Vaccinated,People_Fully_Vaccinated,Total_vaccinations,Tests_Performed,Test_Positivity_Rate
Beijing,China,39.9,116.4,7/21/2022,2578351,19633,1301534,1257184,0.76,50.48,20.81,7714183,4917587,14223639,90869478,2.84
Rio de Janeiro,Brazil,-22.91,-43.17,4/22/2022,897205,20537,583093,293575,2.29,64.99,6.93,5533343,3174958,11441937,82215008,1.09
Nuevo León,Mexico,25.67,-100.31,6/24/2022,4863935,58073,3745698,1060164,1.19,77.01,19.04,7506385,4969461,14951911,29740975,16.35
Mexico City,Mexico,19.43,-99.13,1/28/2021,4775994,127967,4617476,30551,2.68,96.68,2.29,1802626,1498198,6964912,98707302,4.84
British Columbia,Canada,49.28,-123.12,5/29/2021,2704220,30768,1612472,1060980,1.14,59.63,7.59,2768322,1528831,9233584,48013281,5.63
British Columbia,Canada,49.28,-123.12,12/5/2022,1588362,74169,1036724,477469,4.67,65.27,38.55,6476398,5098450,15223209,34695141,4.58
Scotland,UK,55.95,-3.19,4/27/2021,3329879,106843,2249389,973647,3.21,67.55,20.53,6614063,4577927,12144223,68343396,4.87
Shanghai,China,31.23,121.47,7/28/2023,3047475,127283,2352280,567912,4.18,77.19,50.01,11355959,6067265,20729199,31155402,9.78
Saint Petersburg,Russia,59.93,30.33,8/29/2021,2629325,23234,1604571,1001520,0.88,61.03,5.97,2019119,1536528,8032933,95708935,2.75
California,USA,36.77,-119.42,11/12/2022,4963722,196255,3152267,1615200,3.95,63.51,0.49,327471,243998,2599507,12046924,41.2
Northern Ireland,UK,54.6,-5.93,7/25/2023,1048852,16355,762708,269789,1.56,72.72,15.46,6807144,6491972,13686814,48938032,2.14
Hubei,China,30.58,114.27,2/23/2023,4631636,8350,4198624,424662,0.18,90.65,28.15,21186656,13737424,34970967,28180615,16.44
Amazonas,Brazil,-3.07,-60.02,11/23/2022,3517348,49665,2331770,1135913,1.41,66.29,20.35,14116280,9441745,27360928,89700891,3.92
Saint Petersburg,Russia,59.93,30.33,11/12/2022,3511535,158127,1932254,1421154,4.5,55.03,43.64,16820748,9332015,28052106,37416036,9.39
England,UK,51.51,-0.13,12/27/2022,3835326,170427,2415765,1249134,4.44,62.99,52.43,28522509,22784368,52600423,50029056,7.67
São Paulo,Brazil,-23.55,-46.63,4/28/2022,3303186,56059,2751840,495287,1.7,83.31,0.53,464286,254824,4350569,41594155,7.94
Ontario,Canada,43.65,-79.38,6/10/2023,40362,1866,26364,12132,4.62,65.32,37.87,14211978,11870022,27962402,29211502,0.14
Uttar Pradesh,India,26.85,80.91,4/27/2023,3470937,58453,2402994,1009490,1.68,69.23,25.99,17402259,11472053,33786273,26885128,12.91
Rio de Janeiro,Brazil,-22.91,-43.17,3/24/2021,614995,225,333018,281752,0.04,54.15,20.73,12305209,7481017,24134660,72307970,0.85
Lombardy,Italy,45.47,9.19,3/22/2023,1337440,36549,1270971,29920,2.73,95.03,35.6,19272420,18068710,38727776,14205579,9.41
Jalisco,Mexico,20.67,-103.35,3/9/2022,1093885,34752,851844,207289,3.18,77.87,34.57,23290848,16394709,40631936,35776039,3.06
Lombardy,Italy,45.47,9.19,4/14/2023,3117065,82287,2183478,851300,2.64,70.05,38.78,17877712,9633910,28215279,91487825,3.41
Delhi,India,28.61,77.21,1/23/2023,521508,1199,448345,71964,0.23,85.97,27.66,8460406,4873947,14943016,18938811,2.75
Nuevo León,Mexico,25.67,-100.31,7/8/2022,2358756,110391,1655944,592421,4.68,70.2,26.54,16993443,16114143,36828783,60575940,3.89
Lazio,Italy,41.89,12.5,1/5/2023,133678,3841,91199,38638,2.87,68.22,1.09,631175,527701,5359442,23084972,0.58
Florida,USA,27.99,-81.76,1/28/2023,2259954,111732,1840522,307700,4.94,81.44,36.53,12952190,7035981,20884843,69443753,3.25
Guangdong,China,23.38,113.43,4/30/2021,1574501,8172,1149524,416805,0.52,73.01,7.11,6685789,4633022,15293753,15711418,10.02
Rio de Janeiro,Brazil,-22.91,-43.17,6/24/2021,1101194,12821,776699,311674,1.16,70.53,25.19,23637417,15912824,43364841,23950405,4.6
Jalisco,Mexico,20.67,-103.35,12/8/2021,432271,7103,414584,10584,1.64,95.91,33.1,18502023,11930118,33036284,28567812,1.51
Shanghai,China,31.23,121.47,2/6/2022,2634002,9317,2359899,264786,0.35,89.59,20.82,20780975,18250242,40262212,41032116,6.42
Saint Petersburg,Russia,59.93,30.33,11/1/2021,4184183,180627,3799649,203907,4.32,90.81,4.06,1572149,844289,5454947,36638925,11.42
Delhi,India,28.61,77.21,5/8/2021,2860005,74673,2136379,648953,2.61,74.7,35.54,27062728,19851893,48097384,92141999,3.1
Tamil Nadu,India,13.08,80.27,5/1/2023,661098,21806,332922,306370,3.3,50.36,135.06,23788713,14197808,40973969,27582062,2.4
Jalisco,Mexico,20.67,-103.35,8/6/2022,1887670,89021,1275801,522848,4.72,67.59,9.99,7074522,6512079,17985090,42293773,4.46
Saint Petersburg,Russia,59.93,30.33,10/24/2021,4257776,103737,3474816,679223,2.44,81.61,8.91,5189325,3289369,12679881,6428976,66.23
Nuevo León,Mexico,25.67,-100.31,9/11/2022,4754746,40492,3300400,1413854,0.85,69.41,43.68,24914523,23733780,51418246,69554945,6.84
Madrid,Spain,40.42,-3.7,7/1/2023,1424443,67270,750125,607048,4.72,52.66,97.38,9213044,8117870,20724363,51315475,2.78
Tamil Nadu,India,13.08,80.27,2/25/2021,4814286,113595,2530407,2170284,2.36,52.56,144.9,17778218,9258993,29464391,26469208,18.19
Delhi,India,28.61,77.21,11/4/2022,497176,9734,309754,177688,1.96,62.3,5.66,1941944,1122859,4748721,31546579,1.58
Ontario,Canada,43.65,-79.38,4/14/2023,1674390,55969,1491812,126609,3.34,89.1,26.73,26368594,16757316,47636443,80467684,2.08
British Columbia,Canada,49.28,-123.12,2/23/2022,2546642,25934,1888957,631751,1.02,74.17,32.98,25096041,22863658,51457722,24676770,10.32
Jalisco,Mexico,20.67,-103.35,1/4/2022,4366751,77432,2378070,1911249,1.77,54.46,18.35,8648067,4449129,13360275,39958275,10.93
Rio de Janeiro,Brazil,-22.91,-43.17,4/24/2023,3710126,14608,2329987,1365531,0.39,62.8,9.55,8405672,7936500,18762845,192211,1930.24
England,UK,51.51,-0.13,5/10/2023,3224235,135444,2499849,588942,4.2,77.53,42.93,20205395,18039564,41817876,41560912,7.76
São Paulo,Brazil,-23.55,-46.63,8/20/2023,2645115,52331,2592589,195,1.98,98.01,15.61,14657933,7734146,26874445,26703248,9.91
Saint Petersburg,Russia,59.93,30.33,11/17/2022,3260029,97049,1744117,1418863,2.98,53.5,30.18,27941314,23195750,55890989,57853813,5.63
Maharashtra,India,19.75,75.71,1/23/2021,4861122,43482,4107770,709870,0.89,84.5,97.24,5686165,3278919,12777579,64867668,7.49
Saint Petersburg,Russia,59.93,30.33,8/10/2021,2846414,1174,2050863,794377,0.04,72.05,25.57,25119991,19563290,48282857,72085213,3.95
Beijing,China,39.9,116.4,3/9/2022,3619345,123589,2989978,505778,3.41,82.61,43.43,18914337,11667925,34927331,39057288,9.27
England,UK,51.51,-0.13,8/18/2021,4904108,99919,4369305,434884,2.04,89.09,82.38,24347371,13189399,38621075,12901435,38.01
Madrid,Spain,40.42,-3.7,9/25/2021,2579104,74064,2066772,438268,2.87,80.14,14.4,8163941,5935501,16664059,17158138,15.03
Catalonia,Spain,41.39,2.17,10/8/2022,2325772,9037,2045844,270891,0.39,87.96,43.4,14121096,11939395,30629606,56257290,4.13
Hubei,China,30.58,114.27,1/1/2021,51225,1767,30280,19178,3.45,59.11,14.16,6722992,4913070,14050640,10886509,0.47
Ontario,Canada,43.65,-79.38,11/26/2022,1520381,63234,1305245,151902,4.16,85.85,110.55,21465254,13071971,35688665,38133351,3.99
Scotland,UK,55.95,-3.19,5/15/2023,535825,5566,422912,107347,1.04,78.93,24.03,6698007,5480997,13856926,78687663,0.68
Ontario,Canada,43.65,-79.38,4/18/2023,962081,11557,934324,16200,1.2,97.11,2.9,2613942,1461291,6425150,35011277,2.75
Guangdong,China,23.38,113.43,10/15/2021,2067265,64229,1178660,824376,3.11,57.02,452.07,24409183,12668883,39045340,22777147,9.08
Wales,UK,51.48,-3.18,9/5/2021,1771972,83345,1343792,344835,4.7,75.84,49.44,20082061,12392867,35740006,68020568,2.61
Jalisco,Mexico,20.67,-103.35,7/8/2022,4179934,4338,3023866,1151730,0.1,72.34,16.12,8290817,8138954,20952034,47637668,8.77
Rio de Janeiro,Brazil,-22.91,-43.17,10/22/2021,1947565,85168,1208611,653786,4.37,62.06,16.23,10624352,7623186,19474984,63946189,3.05
Wales,UK,51.48,-3.18,7/19/2021,560755,26767,376390,157598,4.77,67.12,1.42,484767,281072,2731797,52227972,1.07
Shanghai,China,31.23,121.47,11/5/2022,2900102,7251,2399677,493174,0.25,82.74,180.61,19193982,16032672,37792560,86135320,3.37
Wales,UK,51.48,-3.18,7/6/2021,2219308,107667,1946920,164721,4.85,87.73,26.71,16310518,15604656,32440118,11028274,20.12
Maharashtra,India,19.75,75.71,4/9/2021,3442631,118833,1761645,1562153,3.45,51.17,38.83,23867342,15967267,41932969,91418024,3.77
Ontario,Canada,43.65,-79.38,8/3/2021,4560880,150058,3827701,583121,3.29,83.92,134.16,24092118,12112483,40221766,6434561,70.88
Wales,UK,51.48,-3.18,4/14/2021,1416630,48581,747196,620853,3.43,52.74,6.78,4691571,3043030,8992982,27675079,5.12
Delhi,India,28.61,77.21,4/27/2022,4258328,162623,3947823,147882,3.82,92.71,27.99,21404669,18189834,44335564,45788730,9.3
Florida,USA,27.99,-81.76,11/17/2021,1006476,31916,637482,337078,3.17,63.34,56.12,18238312,14393877,34630273,32277877,3.12
Kerala,India,10.85,76.27,11/19/2021,1625311,8765,1238481,378065,0.54,76.2,19.48,13940325,8408762,26268885,99533555,1.63
Tamil Nadu,India,13.08,80.27,7/6/2023,3659026,151975,2856138,650913,4.15,78.06,1.72,1069014,656873,5487689,1137608,321.64
Moscow,Russia,55.75,37.62,10/30/2021,1060593,47982,784943,227668,4.52,74.01,32.51,21412286,19230313,42755884,8323880,12.74
São Paulo,Brazil,-23.55,-46.63,12/20/2022,112682,3153,107220,2309,2.8,95.15,120,17887742,9442827,28553040,64024815,0.18
Rio de Janeiro,Brazil,-22.91,-43.17,10/10/2021,3882898,187205,3603367,92326,4.82,92.8,39.07,21818529,20610128,46454197,28749229,13.51
New York,USA,40.71,-74.01,9/11/2021,3247702,138623,1697628,1411451,4.27,52.27,58.37,17786928,9145378,27604125,47980365,6.77
Maharashtra,India,19.75,75.71,4/7/2023,1935156,20349,1511745,403062,1.05,78.12,47.72,17660383,13517133,33800286,39806826,4.86
Lazio,Italy,41.89,12.5,7/9/2023,833402,38352,480205,314845,4.6,57.62,186.41,23601253,20488030,47643232,16990386,4.91
Moscow,Russia,55.75,37.62,6/1/2023,1108844,17688,929844,161312,1.6,83.86,89.55,29589632,16157673,47623268,88929304,1.25
Moscow,Russia,55.75,37.62,4/6/2022,4697176,14397,4639313,43466,0.31,98.77,0.06,47201,44337,4301278,55519342,8.46
Saint Petersburg,Russia,59.93,30.33,1/19/2021,3859645,121864,2904261,833520,3.16,75.25,10.01,2246366,1139410,5609975,34585013,11.16
Beijing,China,39.9,116.4,12/19/2021,1317204,585,857335,459284,0.04,65.09,4.48,4311859,3658116,11734053,9913912,13.29
Jalisco,Mexico,20.67,-103.35,11/11/2021,3204089,7762,3149043,47284,0.24,98.28,24.25,16995514,10342737,29365809,9632902,33.26
Lombardy,Italy,45.47,9.19,11/19/2022,3501594,172247,2447580,881767,4.92,69.9,53.62,28350440,26847932,58682751,99352047,3.52
British Columbia,Canada,49.28,-123.12,4/3/2022,514334,24547,392547,97240,4.77,76.32,127.27,27613067,16049017,46036902,65606500,0.78
Uttar Pradesh,India,26.85,80.91,9/8/2023,2917368,90532,1663868,1162968,3.1,57.03,19.66,18391125,12819445,33852145,71874255,4.06
Shanghai,China,31.23,121.47,2/5/2023,3993057,21099,3405302,566656,0.53,85.28,12.22,9409218,6815365,18048996,11140741,35.84
Hubei,China,30.58,114.27,9/28/2021,4807247,176389,4061700,569158,3.67,84.49,24.88,20753014,17466321,40987938,32017187,15.01
Jalisco,Mexico,20.67,-103.35,6/7/2023,2518404,20746,1785020,712638,0.82,70.88,10.68,10627903,5811291,20690287,43871822,5.74
Jalisco,Mexico,20.67,-103.35,2/22/2021,1832115,2823,1128941,700351,0.15,61.62,15.26,9573281,7350531,21443964,64144947,2.86
England,UK,51.51,-0.13,11/26/2021,2788974,19990,2104807,664177,0.72,75.47,0.45,392638,333353,3755965,96787730,2.88
Texas,USA,31.97,-99.9,2/23/2021,4372848,124382,3579487,668979,2.84,81.86,15.87,10556888,7242517,19934852,39625161,11.04
Texas,USA,31.97,-99.9,7/11/2023,2707548,95078,1358083,1254387,3.51,50.16,40.5,28779403,27680353,57732125,43077782,6.29
Hubei,China,30.58,114.27,4/25/2021,3968281,66870,2663088,1238323,1.69,67.11,49.09,26139165,21243170,50409962,49772783,7.97
Guangdong,China,23.38,113.43,10/14/2021,299193,11058,187059,101076,3.7,62.52,36.34,25607222,23317572,53848084,39798256,0.75
Kerala,India,10.85,76.27,8/19/2022,689886,2615,540752,146519,0.38,78.38,0.21,41602,26557,4905499,86032281,0.8
Lazio,Italy,41.89,12.5,6/28/2023,3926078,35216,3058071,832791,0.9,77.89,65.53,17484369,9491460,27468542,86552669,4.54
Shanghai,China,31.23,121.47,9/3/2021,1678629,21909,1015973,640747,1.31,60.52,16.08,11443466,6817441,22585746,85264465,1.97
Moscow,Russia,55.75,37.62,12/3/2022,1730267,6005,1520990,203272,0.35,87.9,82.59,26310605,23703824,53949441,68658999,2.52
Delhi,India,28.61,77.21,4/10/2021,2408311,8653,1225476,1174182,0.36,50.89,36.53,27277859,22278686,49668928,56900324,4.23
Delhi,India,28.61,77.21,9/9/2023,1379725,10571,982334,386820,0.77,71.2,9.9,4376532,4282027,9915501,67194200,2.05
California,USA,36.77,-119.42,2/20/2022,2084437,81029,1770796,232612,3.89,84.95,4.37,4033874,3745753,11303200,55145217,3.78
Moscow,Russia,55.75,37.62,12/15/2021,327299,4496,296419,26384,1.37,90.57,31.22,27497569,18345794,50108820,75626040,0.43
Scotland,UK,55.95,-3.19,2/21/2022,1478555,24946,864783,588826,1.69,58.49,14.16,12158659,11462774,25295026,18046177,8.19
Mexico City,Mexico,19.43,-99.13,9/9/2022,3853506,84534,3324653,444319,2.19,86.28,10.51,4687490,3293908,10589843,65938518,5.84
Florida,USA,27.99,-81.76,4/2/2022,4808879,89195,4129725,589959,1.85,85.88,43.8,26489490,13336138,43803302,4419534,108.81
Hubei,China,30.58,114.27,1/22/2022,2431574,19756,1977365,434453,0.81,81.32,4.26,3157222,1624862,7120761,96949653,2.51
Texas,USA,31.97,-99.9,5/4/2023,4555657,163745,3003175,1388737,3.59,65.92,120.27,29592945,16403299,47499361,80986157,5.63
Jalisco,Mexico,20.67,-103.35,5/25/2021,2355945,67732,2157946,130267,2.87,91.6,3.77,1581081,850820,6468251,40983097,5.75
Amazonas,Brazil,-3.07,-60.02,11/22/2022,4863548,134667,3833624,895257,2.77,78.82,22.85,17372107,8796679,30782834,81416903,5.97
Uttar Pradesh,India,26.85,80.91,3/29/2021,2452857,99912,1932406,420539,4.07,78.78,39.57,22056267,20348441,43133833,48752447,5.03
Mexico City,Mexico,19.43,-99.13,8/24/2022,1188391,4541,1101264,82586,0.38,92.67,20.02,7314573,5791630,18024077,79729203,1.49
Ontario,Canada,43.65,-79.38,9/13/2022,1589911,66712,889856,633343,4.2,55.97,0.14,16010,9309,2053810,72815877,2.18
Hubei,China,30.58,114.27,1/27/2021,2244785,9286,2053987,181512,0.41,91.5,4.88,2353259,1838681,5118330,49490045,4.54
Delhi,India,28.61,77.21,2/18/2023,2540511,124010,2023874,392627,4.88,79.66,23.94,16317271,12447580,29757896,98737633,2.57
Tamil Nadu,India,13.08,80.27,3/5/2023,4417516,63779,2673922,1679815,1.44,60.53,23.13,9168234,6913584,18712505,41033212,10.77
São Paulo,Brazil,-23.55,-46.63,3/6/2022,4343233,26802,3266007,1050424,0.62,75.2,36.6,23116343,16159164,43863199,46912960,9.26
São Paulo,Brazil,-23.55,-46.63,5/9/2023,98023,2228,64797,30998,2.27,66.1,31.85,23084128,20068490,46200860,51918806,0.19
Mexico City,Mexico,19.43,-99.13,12/12/2021,3786471,161255,3314850,310366,4.26,87.54,40.93,25568647,18337906,43909837,94218992,4.02
Hubei,China,30.58,114.27,1/14/2021,502636,3712,291529,207395,0.74,58,47.05,19380628,18750531,41114532,74815592,0.67
Catalonia,Spain,41.39,2.17,10/2/2022,1023712,28488,923499,71725,2.78,90.21,3.29,3258739,2904418,10744620,94975343,1.08
Catalonia,Spain,41.39,2.17,9/13/2021,2530345,52638,1512199,965508,2.08,59.76,14.73,4631045,3338387,8280158,40031354,6.32
Nuevo León,Mexico,25.67,-100.31,3/10/2022,1752204,76816,1352245,323143,4.38,77.17,13.09,2010453,1536889,5199160,66466791,2.64
Northern Ireland,UK,54.6,-5.93,12/23/2021,4023838,142188,3695386,186264,3.53,91.84,132.96,25370503,15153463,42192078,1007692,399.31
Nuevo León,Mexico,25.67,-100.31,11/7/2022,2327584,32504,1841794,453286,1.4,79.13,172.93,17515156,10282855,32592284,41964146,5.55
England,UK,51.51,-0.13,5/23/2023,948960,28971,861802,58187,3.05,90.82,33.71,25661065,22238178,48800776,29034482,3.27
Beijing,China,39.9,116.4,7/21/2022,2321251,114111,2172304,34836,4.92,93.58,17.32,13997822,11953991,28906872,29514266,7.86
Uttar Pradesh,India,26.85,80.91,10/9/2022,1478448,8315,1116607,353526,0.56,75.53,19.53,10373111,6488581,21594255,84828253,1.74
Moscow,Russia,55.75,37.62,3/18/2021,4683679,139498,4275345,268836,2.98,91.28,17.59,9279453,7790730,20511329,42808941,10.94
Mexico City,Mexico,19.43,-99.13,1/8/2022,333140,16165,259776,57199,4.85,77.98,67.18,18931146,11737993,31220044,41496212,0.8
Scotland,UK,55.95,-3.19,10/24/2021,2620419,20823,1422278,1177318,0.79,54.28,11.38,3177971,2836313,7573656,80699305,3.25
Lazio,Italy,41.89,12.5,1/28/2022,4757304,99593,3549987,1107724,2.09,74.62,28.36,16163690,8979009,29855076,33653415,14.14
Nuevo León,Mexico,25.67,-100.31,9/12/2022,3069019,140416,2013259,915344,4.58,65.6,2.52,551990,403558,3871318,68728758,4.47
Wales,UK,51.48,-3.18,8/15/2021,1131359,12138,1068354,50867,1.07,94.43,1.17,414938,390647,5002771,20902,5412.68
British Columbia,Canada,49.28,-123.12,3/1/2023,4957690,3384,4485828,468478,0.07,90.48,107.22,10335444,8033075,22052200,75004614,6.61
Nuevo León,Mexico,25.67,-100.31,7/27/2021,990778,31234,627002,332542,3.15,63.28,30.58,25880262,22754385,51669282,46083067,2.15
Florida,USA,27.99,-81.76,2/4/2022,1292863,40126,676298,576439,3.1,52.31,17,1976082,1845381,8211063,16863591,7.67
Beijing,China,39.9,116.4,4/4/2023,3563730,94278,1903934,1565518,2.65,53.43,312.56,28501769,25479209,56798433,48068423,7.41
Veneto,Italy,45.44,12.33,2/17/2021,2706042,8705,2181282,516055,0.32,80.61,31.52,18522385,10055684,33070624,1227506,220.45
Maharashtra,India,19.75,75.71,8/7/2022,2596017,22581,1751617,821819,0.87,67.47,40.5,23434985,12102503,40488442,9108001,28.5
Jalisco,Mexico,20.67,-103.35,7/12/2021,4827902,215701,3067440,1544761,4.47,63.54,12.82,11768094,10422843,26001012,5938707,81.3
Madrid,Spain,40.42,-3.7,5/16/2022,4454132,69518,2641107,1743507,1.56,59.3,85.61,14971770,9027981,28422923,80325225,5.55
Mexico City,Mexico,19.43,-99.13,5/14/2023,1499075,74254,900982,523839,4.95,60.1,9.03,2582847,1514990,8813343,36990522,4.05
Hubei,China,30.58,114.27,3/20/2023,1617335,80341,1108556,428438,4.97,68.54,52.22,25796748,14117558,40377898,52810140,3.06
Rio de Janeiro,Brazil,-22.91,-43.17,12/3/2022,2535310,39366,1297704,1198240,1.55,51.19,5.71,2515829,2367836,6098453,23520962,10.78
California,USA,36.77,-119.42,5/19/2021,3749922,58869,3675467,15586,1.57,98.01,30.98,4363181,4024594,11623715,51599474,7.27
New York,USA,40.71,-74.01,3/22/2023,991576,41296,729123,221157,4.16,73.53,24.24,19236043,15663589,38452435,56529402,1.75
Shanghai,China,31.23,121.47,11/24/2021,454488,4738,392837,56913,1.04,86.44,75.01,26059390,15115453,41622333,659227,68.94
Lazio,Italy,41.89,12.5,7/15/2023,2608006,81524,2291868,234614,3.13,87.88,3.29,1593079,872599,5381869,87193730,2.99
Madrid,Spain,40.42,-3.7,1/17/2022,4363021,41200,3629029,692792,0.94,83.18,44.58,8313723,8098872,16432391,80115375,5.45
Guangdong,China,23.38,113.43,6/9/2023,135292,1870,101526,31896,1.38,75.04,12.62,7685500,5338521,13927934,16401402,0.82
Mexico City,Mexico,19.43,-99.13,9/8/2021,1561583,23504,1337221,200858,1.51,85.63,5.01,2783751,2269114,8741388,31585698,4.94
British Columbia,Canada,49.28,-123.12,2/23/2023,4057843,55723,2045219,1956901,1.37,50.4,30.44,28395271,20930442,53228609,38754460,10.47
Florida,USA,27.99,-81.76,2/16/2021,429016,3235,280852,144929,0.75,65.46,34.5,17970649,16962566,35950389,609601,70.38
Rio de Janeiro,Brazil,-22.91,-43.17,8/2/2022,1538020,11827,1437334,88859,0.77,93.45,39.26,12533230,8584231,23881161,22244941,6.91
Tamil Nadu,India,13.08,80.27,4/24/2021,3661642,31954,2483718,1145970,0.87,67.83,2.38,172970,146160,3860310,46257345,7.92
Tamil Nadu,India,13.08,80.27,1/12/2021,2055508,73563,1809416,172529,3.58,88.03,14.11,4541155,4508667,13882180,32174325,6.39
Shanghai,China,31.23,121.47,2/9/2023,1640509,24311,1204782,411416,1.48,73.44,24.67,17969873,15668581,37726964,12377164,13.25
Northern Ireland,UK,54.6,-5.93,8/21/2021,2569185,52527,2160643,356015,2.04,84.1,30.91,6978010,6645674,14567509,92401298,2.78
New York,USA,40.71,-74.01,3/10/2021,301982,5822,244889,51271,1.93,81.09,59.86,14381579,11170035,26077740,9416909,3.21
England,UK,51.51,-0.13,6/6/2022,4167439,42337,2607053,1518049,1.02,62.56,10.94,6787881,6560262,14108173,39785809,10.47
Northern Ireland,UK,54.6,-5.93,3/3/2021,3176618,140152,1858299,1178167,4.41,58.5,131.74,24380864,19347530,45155484,80343510,3.95
England,UK,51.51,-0.13,3/10/2022,2316192,64886,1740445,510861,2.8,75.14,33.74,27735581,19662245,48811041,81946657,2.83
Veneto,Italy,45.44,12.33,7/16/2021,676142,638,497273,178231,0.09,73.55,50.19,21851653,13657602,35822932,84228174,0.8
Ontario,Canada,43.65,-79.38,1/12/2022,2857708,90879,1802273,964556,3.18,63.07,3.71,2307320,1657390,7694344,75118034,3.8
Lombardy,Italy,45.47,9.19,2/13/2023,4502164,118679,3851470,532015,2.64,85.55,19.75,12097352,7877200,24553033,61982810,7.26
Moscow,Russia,55.75,37.62,7/15/2022,2462549,10679,2433928,17942,0.43,98.84,26.39,16400150,9165175,26643912,12394708,19.87
Veneto,Italy,45.44,12.33,7/25/2022,2826311,67803,1913241,845267,2.4,67.69,106.7,25784362,20849599,49784891,91135355,3.1
Wales,UK,51.48,-3.18,5/23/2022,3238467,86289,3090850,61328,2.66,95.44,9.07,5789163,4279076,10268784,8228143,39.36
California,USA,36.77,-119.42,3/21/2021,2762810,4603,2589776,168431,0.17,93.74,89.62,29149347,22520722,55239600,96716250,2.86
British Columbia,Canada,49.28,-123.12,8/8/2022,1319257,10119,724562,584576,0.77,54.92,12.53,11339573,11218168,25834086,81220815,1.62
Shanghai,China,31.23,121.47,7/14/2022,765114,13455,649776,101883,1.76,84.93,49.11,20130482,13361056,36642560,90107702,0.85
Ontario,Canada,43.65,-79.38,4/18/2021,1778033,71192,1292652,414189,4,72.7,25.66,20857986,13586778,35970311,43950113,4.05
Florida,USA,27.99,-81.76,10/10/2022,1238461,42535,876396,319530,3.43,70.76,34.85,15901849,13678702,33897865,43048410,2.88
Catalonia,Spain,41.39,2.17,11/3/2022,1316291,49016,685967,581308,3.72,52.11,86.01,23668369,12698633,37095361,52542432,2.51
Mexico City,Mexico,19.43,-99.13,1/1/2023,4775460,164696,3955462,655302,3.45,82.83,32.78,29529403,27121537,58812256,78812688,6.06
Catalonia,Spain,41.39,2.17,7/15/2023,1819739,16118,1503084,300537,0.89,82.6,15.3,5727784,3519243,13151415,65428702,2.78
São Paulo,Brazil,-23.55,-46.63,2/9/2021,1741892,24687,1413837,303368,1.42,81.17,20,14804353,8596531,27853740,45507951,3.83
Maharashtra,India,19.75,75.71,3/6/2022,3752512,136002,3045150,571360,3.62,81.15,6.57,1902708,1618648,7829262,13020439,28.82
Beijing,China,39.9,116.4,4/22/2021,318902,7569,281061,30272,2.37,88.13,258.36,26408579,18139794,45754703,3844527,8.29
Delhi,India,28.61,77.21,3/4/2022,2144264,4912,1843525,295827,0.23,85.97,46.76,21763374,20124121,43588747,89970076,2.38
Madrid,Spain,40.42,-3.7,9/4/2021,4921181,84094,2816500,2020587,1.71,57.23,29.35,12177994,9125842,22008675,52303802,9.41
Madrid,Spain,40.42,-3.7,8/19/2023,2488768,1554,2373944,113270,0.06,95.39,14.79,11754200,8197634,23472844,71654302,3.47
Northern Ireland,UK,54.6,-5.93,10/3/2021,2512990,52107,1490254,970629,2.07,59.3,26.96,21678668,15143342,37700356,13365018,18.8
Catalonia,Spain,41.39,2.17,5/23/2021,2947495,146521,2648796,152178,4.97,89.87,46.86,29615015,20645022,52319232,87702752,3.36
Moscow,Russia,55.75,37.62,9/19/2022,80649,1950,41203,37496,2.42,51.09,3.65,2241482,1169449,6112436,92532211,0.09
England,UK,51.51,-0.13,11/30/2022,165071,2030,83475,79566,1.23,50.57,75.25,25431033,15427000,44261524,74219379,0.22
Hubei,China,30.58,114.27,11/22/2021,4285699,196639,2222803,1866257,4.59,51.87,28.33,25527695,15851816,44713199,10417045,41.14
Tamil Nadu,India,13.08,80.27,1/17/2021,3025554,128505,2306741,590308,4.25,76.24,0.34,323010,258014,2699735,16203379,18.67
São Paulo,Brazil,-23.55,-46.63,3/9/2022,1128049,37906,598025,492118,3.36,53.01,18.37,14091711,8634339,25588557,48486056,2.33
Scotland,UK,55.95,-3.19,4/14/2023,2777716,104919,2133035,539762,3.78,76.79,58.27,21245999,15258045,36539996,68669747,4.05
Mexico City,Mexico,19.43,-99.13,5/27/2022,4012128,164904,2167785,1679439,4.11,54.03,38.77,14658263,10748620,27770565,45296590,8.86
Hubei,China,30.58,114.27,5/15/2023,1703770,10703,1016280,676787,0.63,59.65,173.79,17868887,15268411,36027226,26361894,6.46
Veneto,Italy,45.44,12.33,6/10/2023,4827091,96634,2694627,2035830,2,55.82,10.04,4725892,2891725,8699319,75363969,6.41
Lombardy,Italy,45.47,9.19,3/19/2021,1759954,81970,939431,738553,4.66,53.38,5.46,3644072,2464599,8200285,23699922,7.43
Guangdong,China,23.38,113.43,4/1/2021,3442539,1255,2858510,582774,0.04,83.03,6.85,5969949,5489179,11728546,74284746,4.63
Tamil Nadu,India,13.08,80.27,4/1/2022,1837706,77889,1303903,455914,4.24,70.95,20.56,17106425,12247275,33312074,82285137,2.23
Beijing,China,39.9,116.4,12/27/2021,3620577,173243,3393036,54298,4.78,93.72,24.8,2802859,2449875,5578467,80239593,4.51
Lombardy,Italy,45.47,9.19,9/15/2022,1532965,42089,1124267,366609,2.75,73.34,75.94,26670659,25663725,54952444,54864400,2.79
